Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,X64
Caribbean small states,CSS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,4198307,4277802,4357746,4436804,4513246,4585777,4653919,4718167,4779624,4839881,4900059,4960647,5021359,5082049,5142246,5201705,5260062,5317542,5375393,5435143,5497756,5564200,5633661,5702754,5766957,5823242,5870023,5908886,5943661,5979907,6021614,6070204,6124265,6181538,6238576,6292827,6343683,6392040,6438587,6484510,6530691,6577216,6623792,6670276,6716373,6761932,6806838,6851221,6895315,6939534,6984096,7029022,7074129,7118888,7162679,7204948,7245472,7284294,NA,NA
Central Europe and the Baltics,CEB,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Europe and the Baltics,CEB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3510635644419,33.3850285958508,35.1407703032542,35.0665194886039,35.0649119589225,39.5454721142969,40.0643123210053,39.5826536535675,41.5893312889808,44.9969444253712,46.5898576286928,50.2043456563852,50.79885409249,49.878854948796,46.552131086288,52.3402894911483,56.973056862217,59.3345027399589,60.8294668581338,62.4365315504042,63.1714303742891,63.9819452919889,65.53675123457,NA,NA
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256391119870.428,242844938130.722,260069791616.688,274192522360.461,311016433454.004,386483907820.357,412973333672.7,409177909939.981,447986219961.399,434195569492.628,427831355695.718,468374571698.775,527421814498.641,634796815766.53,762822028937.769,886221273344.204,1002357076099.68,1265875985183.35,1529576689684.92,1286274030112.12,1312221268453.82,1445063963266.39,1350943595197.33,1421875004125.78,1464263712669.79,1285887062843.63,1314649428199.32,1454536913148.29,NA,NA
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.74103249356926,-1.7569824524126,1.57191383582824,4.12474784086795,5.77544206195908,4.33796723935444,3.06801008824439,2.78579521477171,1.96460411772091,4.0343585128868,3.04420434806745,3.46150591537773,4.44452794633874,5.5728154148189,4.92727427962221,6.56984945549586,6.39531106480061,3.75658656013687,-3.50147201831325,1.71141311609486,3.2072934502587,0.741784133701856,1.33798247311536,3.04991905677316,3.78654206743585,3.15287457561905,4.73677583876902,NA,NA
Central Europe and the Baltics,CEB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4039380677584,36.7345092129467,39.3478987104048,39.544869872163,39.558012652972,44.2272012118117,44.2250133197183,43.5564839175099,45.5135830364592,48.9843497884618,49.9243858045319,54.3100260409935,55.5368680529431,55.0802016731325,47.2189785572926,53.0847500881964,57.3539741347195,58.5040291104299,58.1434513216038,59.7321548754851,59.757135985114,59.511305051013,61.5422899872845,NA,NA
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,91401583,92237118,93014890,93845749,94722599,95447065,96148635,97043587,97882394,98602140,99133296,99638983,100363597,101120519,101946256,102862489,103770134,104589313,105304312,105924838,106564905,107187982,107770794,108326895,108853181,109360296,109847148,110296680,110688533,110801380,110745760,110290445,110005636,110081461,110019570,109913216,109563097,109459093,109207205,109102354,108405522,107800399,107097577,106760768,106466116,106173766,105901322,105504531,105126686,104924372,104543801,104174038,103935318,103713726,103496179,103257751,102994343,102727102,NA,NA
Early-demographic dividend,EAR,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early-demographic dividend,EAR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.7322728106861,11.9824788945164,11.2484891702274,11.8571003910569,11.6713198146811,10.840276708645,11.6975329152617,11.2887806231128,13.8161530190018,13.5038951331338,13.9455926901881,14.5685133219633,15.8015131714227,20.1632951605428,20.4649371082209,19.1004830594246,18.5061016268174,18.508173319121,17.2906733977385,19.3790505356044,19.8988313830953,19.2376356203205,18.3810132062154,17.9725685321608,17.7985379940521,17.1963285375913,15.4944645827321,17.0110185197578,17.8841290592162,18.9969755521328,19.9471593266622,19.410177081976,19.390444395186,19.3705197416205,20.6563831014957,22.2066867032096,23.2583454495486,23.2724305509459,23.1047485338521,22.731911850538,25.609602726037,24.5841185944446,26.1627515730036,26.7519447760779,28.9433562028047,30.5719009684244,30.7189368805802,30.1108146964539,30.9087602118943,26.0975248425739,27.6416800034019,29.2825995271236,28.8732951505118,28.2579189549755,26.5578025325165,24.4246869432713,23.9799257809704,24.8522280968831,NA,NA
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,152235011513.736,152938752582.178,157958156106.651,167418727420.965,192193491188.626,208476881967.401,205740031371.676,216205943518.108,234150299585.565,261463230026.004,278130230681.508,300200752389.367,330007310102.283,422049529596.894,591844316404.383,634623205894.841,692147230220.166,773413686556.829,856676517125.028,1042168102703,1295811886770.34,1447776356211.48,1380296032999.35,1389610961662.87,1387349809922.6,1421709588407.72,1436513453593.25,1446302750399.98,1544208611058.62,1575728163616.31,1814815462400.96,1923744090332.02,2111055562542.94,2312506713827.22,2424065666297.26,2489291020837.96,2711121867888.18,2899613239334.53,2865598571230.69,3032273459149.77,3289051893099.14,3256607356288.54,3162015199820.99,3516507116272.96,4085431153496.94,4761736820655.88,5450773903116.34,6471529124525.86,7295858850769.64,7019441790267.02,8527822449104.14,9582292843929.25,10044524034458.6,10229631406072.6,10579531046172.6,10262511922399,10478469295415.3,11289478472218.9,NA,NA
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,NA,4.38130058969735,4.25731709354022,5.3281828057075,8.30125022424943,5.47923671591954,4.09271490048617,5.42890536365668,7.17114599821618,6.26874956783441,8.76546863952493,5.85349711666152,7.03819275432353,7.59645174263726,6.47014411851944,2.18365673355152,7.54738821963754,3.72533331401081,0.955898818521987,3.45483474559983,1.80369607659949,3.68083592305646,0.0695710753122256,0.0750174374593087,2.02837979329533,0.936979192605804,3.01538643623323,2.94574253885847,3.63539127754311,1.81345476348642,5.88039045115616,4.97631626986035,4.13800989856949,3.26742677887417,2.9210782688008,2.73305453367357,5.50622281677869,4.74116190693775,1.93409757077654,1.50064820414504,4.49389916250172,0.942234099255984,1.57472988858207,4.74498933155571,6.70614456235161,6.317553268121,6.31786225714255,6.20423641552735,3.58399495815709,0.713695137441732,6.47411322153914,5.23085556261236,4.23714444181596,4.2907975044773,4.00644283339635,4.7142699762725,4.55850650152189,4.57502353269081,NA,NA
Early-demographic dividend,EAR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.2158674550744,12.937762882414,11.64296128615,12.1523423404044,12.4869335798519,12.0417016149144,13.5960988889957,13.436924637687,14.2278351745774,14.0840528158939,13.9254700296415,13.8811453205472,13.9340315852385,14.8301964850778,16.6027006578066,18.5883117120872,17.9696813554225,18.9229741838482,19.3288237036373,18.9073551993649,20.2505781145266,20.7017591712806,20.0003380492419,19.6431084632853,18.9508361074137,17.9518343636567,17.2770024879619,17.887929416486,19.5123552374961,20.1631764194783,20.4141915380462,21.1489902594507,21.8211115513902,21.1589124082944,20.7821503396631,22.6488578869068,23.2218792823615,24.0439901293569,24.4908861851593,22.3673063257974,23.5781672165292,23.2580162257989,23.8879769910808,23.9972395408116,26.5570908932839,27.7010898159907,27.9881070746337,28.6263275729584,30.2339508806865,27.0712626137386,27.4727341892854,29.150929023119,29.7059811870424,29.3159869168154,29.0737271392105,27.9098457234158,26.6442556818351,27.5225112239112,NA,NA
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,979287407,1002523576,1026586722,1051414973,1077037307,1103433059,1130587356,1158571169,1187273756,1216765988,1247052966,1278138381,1310015997,1342708842,1376073396,1410093757,1444719518,1480010065,1516215799,1553703893,1592673530,1633179580,1675078672,1718098032,1761829094,1805996283,1850487057,1895289549,1940220394,1985084059,2031828081,2076397732,2120566584,2164507899,2208443694,2252578506,2297015199,2341634408,2386184548,2430487146,2474600589,2518353223,2561812502,2605067367,2648271523,2691528375,2734859659,2778276175,2821797496,2865439651,2909410986,2953406021,2997066325,3040700765,3084236443,3127578757,3170657660,3213426923,NA,NA
East Asia & Pacific,EAS,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific,EAS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,11.0024717064411,11.3646116138824,11.1995009244019,11.103014927829,11.2858580215596,11.3027411616732,11.8194359692576,11.2258727426161,11.8412418843813,12.0840826698638,12.2132049002209,12.6761481559385,12.7489084873686,14.157087069889,16.326641478009,15.3219173576685,16.2637705964892,16.288236384062,15.7190016986523,16.9153802750785,18.6751721039233,19.3355757560815,19.8198189880799,19.2276718904969,19.8770444055262,18.9959467942593,18.3705446530645,20.2441363022095,21.2152546106038,20.154248149211,20.660151020276,20.878858066362,21.2521910802112,21.3211123250016,22.280435988381,22.7654561542634,22.8080861576614,24.2698636869538,25.9642245131675,24.7955284763731,27.1793853841529,26.3396692334848,27.1194911965804,29.4692452527334,32.5671849586033,34.2214886299162,36.0219678953659,36.2135487517853,36.1088997164029,29.840684772963,32.1964172106183,33.137897721405,32.3824685588549,32.1652115298958,32.034977742299,30.0876629402073,28.2764815000156,NA,NA,NA
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,153255031496.205,153702816812.888,157264942702.745,175490937459.592,201627365438.479,224572107508.042,251075817325.862,272048360041.124,299751545413.135,345286659737.965,407448113935.188,452922460788.595,562287562931.259,741052948014.144,853025304645.479,933965123527.005,1026616696431.94,1223802244637.67,1544703487325.58,1677049489114.22,1812450463556.6,1997858339002.01,1958114135557.99,2084169643595.97,2232679187279.22,2356362287949.02,3079768614706.97,3616616967357.56,4351892317593.5,4531535274988.84,4732430623132.27,5343157171844.7,5837733519892.67,6528972499125.52,7301095686491.17,8296163028866.83,7992437718146.01,7647564270578.45,6856965806224.51,7655592795143.31,8280879009022.68,7701923356093.82,7824325462050.88,8601705923995.76,9646251735892.97,10293017369858.1,10916256060868.1,12209518224988.3,14101958942749.5,14531227663501,16943268044133.5,19647940619348,21031417537881.9,21275177777578.7,21914183151602.1,21795245264442.9,22511544018858.2,23996456162788.6,NA,NA
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,NA,5.89082809428734,6.25539395470749,7.83889180089791,10.620448979069,6.60142927313616,8.99239395502688,8.55458736968045,10.4183170699366,11.6258394766894,3.13931491292993,5.1381665978504,7.45189862461612,7.72037597542675,0.584687669570897,3.41036802593683,4.20214771111604,5.05089467675333,5.63625444652855,5.81878700029357,3.58517573401215,4.57012709241673,3.92325301134552,4.08910277945078,5.75959260502516,5.50278233458592,4.55443897382473,5.79510672562296,7.45687775424446,5.10669823801375,5.10418770278523,4.44485646163125,3.42771189293261,3.15538829680962,4.31352715074844,5.10973090203794,5.08737451153678,3.46970085712553,-0.0957931815321729,2.99166999917337,4.88257062480197,2.67661291198864,3.60677722580884,4.25505254633521,5.14202229291334,5.04992047495148,5.54014233151894,6.46259869648505,3.5205350620885,1.39199759344393,7.06538779952579,4.61697125037499,4.6821937880935796,4.74959604366423,4.12773902229935,4.16556268126445,4.10520960664762,4.55382184958675,NA,NA
East Asia & Pacific,EAS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.853710918648,13.197315541482,11.9226786501173,12.1335011609592,11.743392257783,11.562941979996,12.4394911614995,12.2676969289912,12.653405084763,12.4427078725884,12.805547450305,12.5740678626934,12.0512193020235,13.765042107602,17.725137904673,16.3202494373609,15.9239137508529,15.5156986227691,15.5404656663493,17.9037408078823,19.7133752848329,19.9307081182555,19.6207297896521,18.629002062507,18.5570960195072,18.7376857675924,17.1017683090515,18.0116910940491,19.9430170514519,19.5981998605257,19.273070141129,19.1841401125257,19.8460865898693,21.3868959137759,21.1511976111601,22.1212727700822,22.1723735883529,22.289158106794,21.9953937703132,21.806515784193,24.6923900755247,24.1588780693388,24.6008013501543,26.8408044982429,29.7925811344344,30.6207787509274,31.4926495031153,31.0761993796857,32.4278859947068,26.4634669718666,29.1291888597042,31.2726418404549,30.952595422608,31.0259097177735,30.856718045455,27.6142051630939,25.7393220386303,NA,NA,NA
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,1039944591,1043546747,1058028199,1083802299,1109204182,1135650895,1165517894,1194424326,1223721283,1256501008,1289258962,1322942750,1354794332,1385052014,1415128313,1442241325,1466464716,1489361661,1512159741,1535391301,1558178982,1581806986,1607731269,1633628203,1658253758,1683448851,1710171170,1738276268,1766656203,1794408755,1821481246,1847530233,1871898268,1895356643,1918771287,1941918800,1964635058,1986799861,2008140141,2028095314,2047150745,2065521836,2082953527,2099545576,2115557365,2131363078,2147029631,2162104019,2177421759,2192352319,2207154641,2221934584,2237082761,2252311022,2267745366,2283108073,2298726779,2314364990,NA,NA
East Asia & Pacific (excluding high income),EAP,Consumer price index (2010 = 100),FP.CPI.TOTL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.68380703276032,7.18874898012926,6.83727798039095,6.84958665073712,6.95729419896772,6.29736401747407,6.82558347005077,6.24914277623902,6.36239305429695,6.01305257517604,6.03913385926519,6.24919840326113,6.72952863702577,8.22238718261786,9.90177565832691,8.7903387144979,8.82602441395007,8.77038882732358,8.778944502395,10.344030186895,11.1670851427292,11.9870159035376,14.1899006439497,13.3576607540675,13.6104697619891,12.435220981967,12.5959203748486,16.2595353951957,18.1208169266261,16.732185342671,18.4562573715483,19.4394893232043,20.5408803255247,21.1655730878045,23.1506330234064,23.0526329090623,23.0580475724269,25.2501525398395,27.4577935826328,26.097293073605,29.0843287049145,27.9269725517984,29.0692044951242,32.31739018826,36.2339962789154,38.5178437979057,40.0754587875363,39.1709834744228,36.6295468273431,28.994136347819,30.6090923632452,31.1090617004569,29.9282123553307,28.9971545795379,28.261869808579,26.2613329194688,24.6623068959046,25.1928752101463,NA,NA
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80254554565.4635,70449584784.1759,64557034315.9764,69906307995.5454,81049246235.3233,94586040667.9554,103545712228.894,100332528189.555,101268613958.355,113713975248.084,126761106187.896,136319406756.893,154648697292.196,194710616246.877,219670215274.587,246956231853.822,250662220015.017,289659785560.404,280421420898.302,324817220489.731,374789782203.509,399939547459.131,419736093847.901,440441076532.315,478126150504.137,523980543875.412,522498369454.643,516052203359.553,572367769437.393,618603042518.81,663000622831.177,719536280903.46,806316097165.594,885206664214.185,1064837383337.01,1314276977638.45,1509586712079.59,1563626057035.03,1433117360841.06,1576439960480.6,1735179304664.37,1846141459464.79,2043269966704.75,2312730900513.83,2682114105703.67,3107075045183.43,3742275183464,4732740564132.71,5991572222628.4,6498977010087.79,7882449511059.16,9635874338295.12,10749714204582.3,11864680965128.8,12757489858485.5,13271287745643.1,13508699275921.3,14739561923912.5,NA,NA
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,NA,-11.2246916745965,-0.12822861538983,5.75739655639333,9.8699184845611,9.87559369880783,7.57054911440562,-0.933586075279351,2.6714420043694,10.7338838746259,12.7316792929822,6.78235369113489,5.11039477035737,8.32157596871382,4.29816916557289,6.45208971657252,3.40568946823166,7.7564821566035,9.12679317866107,7.1378388528743,7.62057966555574,5.8138513232485,6.02700236079421,7.34890592243036,9.43859587780726,7.214603048561,6.92865510605438,8.79206288695811,9.53460813000659,5.92872599412814,5.40607948239868,7.93925496436381,10.7640203769674,10.891180569060401,10.6504779048809,9.72839472545115,8.94154080954638,7.03186808145313,1.75527965256867,6.11282555992447,7.50614185866338,6.70891686127213,7.85670576216265,8.72442247785889,8.93731584166697,9.71775503330292,10.7761479319929,12.1635980813589,8.43466768097787,7.69731146457215,9.77806118239677,8.45935716172616,7.50704379699781,7.19318386041698,6.76163284146072,6.4947656047168,6.33198229876078,6.58569068471411,NA,NA
East Asia & Pacific (excluding high income),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.41698514165851,6.95446835867675,6.035706151884,5.99799820204021,6.33354033052751,5.89455912479691,7.25281904089435,6.7558435344447,6.62289560730786,5.98144266048985,6.33751990161473,6.03252109647152,6.44066074679142,7.48215553693393,9.80284124230174,9.26399598454906,8.54034185580772,8.40748485029345,9.28501135138136,10.5880351335711,11.3221935234749,12.4747413397941,13.2746729139371,13.3495044318194,13.4193749291025,15.3581981508393,14.3250018866517,15.6963623181007,18.817957311651,17.7967401505204,16.6229341134995,17.5248487014188,19.729289634793,23.6389474500616,22.6731083083916,22.7217741937875,22.2404388519502,22.1963430005585,22.3954070645745,22.1137549868935,25.5855865898525,25.1334087191284,26.2652291717351,29.624674218776,33.3870572467232,33.5241831737159,32.9700866046865,31.3149291908457,30.1093346538787,24.5589784303314,27.0665293245229,28.6687456781751,27.5449993538989,26.9069735296227,26.2142944122178,23.2317915118509,22.3474960168177,23.3444178450563,NA,NA
