"Date","Period","Temp"
36529,40,23.1
36529,41,23
36529,42,23
36529,43,23
36529,44,22.9
36529,45,22.8
36529,46,22
36529,47,21.2
36529,48,21.1
36530,1,21
36530,2,20.9
36530,3,20.8
36530,4,20.5
36530,5,20.2
36530,6,19.65
36530,7,19.1
36530,8,18.9
36530,9,18.7
36530,10,18.95
36530,11,19.2
36530,12,20.1
36530,13,21
36530,14,21.7
36530,15,22.4
36530,16,23.55
36530,17,24.7
36530,18,25.85
36530,19,27
36530,20,27.55
36530,21,28.1
36530,22,28.4
36530,23,28.7
36530,24,29.15
36530,25,29.6
36530,26,30.55
36530,27,31.5
36530,28,31.4
36530,29,31.3
36530,30,30.9
36530,31,30.5
36530,32,29.05
36530,33,27.6
36530,34,26.7
36530,35,25.8
36530,36,25.25
36530,37,24.7
36530,38,24.15
36530,39,23.6
36530,40,23.25
36530,41,22.9
36530,42,22.55
36530,43,22.2
36530,44,21.9
36530,45,21.6
36530,46,22
36530,47,22.4
36530,48,22.2
36531,1,22
36531,2,21.7
36531,3,21.4
36531,4,21.15
36531,5,20.9
36531,6,20.6
36531,7,20.3
36531,8,20.2
36531,9,20.1
36531,10,20.1
36531,11,20.1
36531,12,20.4
36531,13,20.7
36531,14,21.85
36531,15,23
36531,16,23.5
36531,17,24
36531,18,24.15
36531,19,24.3
36531,20,24.4
36531,21,24.5
36531,22,24.85
36531,23,25.2
36531,24,25.3
36531,25,25.4
36531,26,25.25
36531,27,25.1
36531,28,25.75
36531,29,26.4
36531,30,25.9
36531,31,25.4
36531,32,25.35
36531,33,25.3
36531,34,24.5
36531,35,23.7
36531,36,23.2
36531,37,22.7
36531,38,22.45
36531,39,22.2
36531,40,21.95
36531,41,21.7
36531,42,21.7
36531,43,21.7
36531,44,21.65
36531,45,21.6
36531,46,21.15
36531,47,20.7
36531,48,20.6
36532,1,20.5
36532,2,20.15
36532,3,19.8
36532,4,19.55
36532,5,19.3
36532,6,18.75
36532,7,18.2
36532,8,17.95
36532,9,17.7
36532,10,17.95
36532,11,18.2
36532,12,18.9
36532,13,19.6
36532,14,20.7
36532,15,21.8
36532,16,22.8
36532,17,23.8
36532,18,24.15
36532,19,24.5
36532,20,24.65
36532,21,24.8
36532,22,25.6
36532,23,26.4
36532,24,26.65
36532,25,26.9
36532,26,26.05
36532,27,25.2
36532,28,25.75
36532,29,26.3
36532,30,25.85
36532,31,25.4
36532,32,25.15
36532,33,24.9
36532,34,24.35
36532,35,23.8
36532,36,23.35
36532,37,22.9
36532,38,22.7
36532,39,22.5
36532,40,22.3
36532,41,22.1
36532,42,22
36532,43,21.9
36532,44,21.2
36532,45,20.5
36532,46,20.45
36532,47,20.4
36532,48,20.15
36533,1,19.9
36533,2,19.9
36533,3,19.9
36533,4,19.45
36533,5,19
36533,6,19.2
36533,7,19.4
36533,8,19.1
36533,9,18.8
36533,10,19.05
36533,11,19.3
36533,12,19.8
36533,13,20.3
36533,14,21.25
36533,15,22.2
36533,16,22.75
36533,17,23.3
36533,18,24.05
36533,19,24.8
36533,20,25.1
36533,21,25.4
36533,22,25.55
36533,23,25.7
36533,24,26.05
36533,25,26.4
36533,26,26.05
36533,27,25.7
36533,28,26.1
36533,29,26.5
36533,30,25.7
36533,31,24.9
36533,32,24.7
36533,33,24.5
36533,34,24.35
36533,35,24.2
36533,36,23.7
36533,37,23.2
36533,38,22.65
36533,39,22.1
36533,40,21.9
36533,41,21.7
36533,42,21.7
36533,43,21.7
36533,44,21.35
36533,45,21
36533,46,20.6
36533,47,20.2
36533,48,19.5
36534,1,18.8
36534,2,18.95
36534,3,19.1
36534,4,18.7
36534,5,18.3
36534,6,18.25
36534,7,18.2
36534,8,18.1
36534,9,18
36534,10,17.8
36534,11,17.6
36534,12,18.2
36534,13,18.8
36534,14,20.5
36534,15,22.2
36534,16,22.9
36534,17,23.6
36534,18,23.9
36534,19,24.2
36534,20,25
36534,21,25.8
36534,22,26.15
36534,23,26.5
36534,24,26.1
36534,25,25.7
36534,26,26.25
36534,27,26.8
36534,28,26.4
36534,29,26
36534,30,25.75
36534,31,25.5
36534,32,24.9
36534,33,24.3
36534,34,23.9
36534,35,23.5
36534,36,23.1
36534,37,22.7
36534,38,22.35
36534,39,22
36534,40,21.9
36534,41,21.8
36534,42,21.5
36534,43,21.2
36534,44,21
36534,45,20.8
36534,46,20.5
36534,47,20.2
36534,48,20.15
36535,1,20.1
36535,2,19.75
36535,3,19.4
36535,4,19.2
36535,5,19
36535,6,18.7
36535,7,18.4
36535,8,18.5
36535,9,18.6
36535,10,18.65
36535,11,18.7
36535,12,19.2
36535,13,19.7
36535,14,20.3
36535,15,20.9
36535,16,22.1
36535,17,23.3
36535,18,23.7
36535,19,24.1
36535,20,24.2
36535,21,24.3
36535,22,24.45
36535,23,24.6
36535,24,25.3
36535,25,26
36535,26,26.05
36535,27,26.1
36535,28,26.15
36535,29,26.2
36535,30,26.15
36535,31,26.1
36535,32,24
36535,33,21.9
36535,34,22.35
36535,35,22.8
36535,36,22.05
36535,37,21.3
36535,38,20.95
36535,39,20.6
36535,40,20.45
36535,41,20.3
36535,42,20.7
36535,43,21.1
36535,44,20.5
36535,45,19.9
36535,46,19.95
36535,47,20
36535,48,19.6
36536,1,19.2
36536,2,19.1
36536,3,19
36536,4,18.05
36536,5,17.1
36536,6,16.7
36536,7,16.3
36536,8,16.1
36536,9,15.9
36536,10,15.75
36536,11,15.6
36536,12,16.85
36536,13,18.1
36536,14,19.1
36536,15,20.1
36536,16,21.05
36536,17,22
36536,18,22.8
36536,19,23.6
36536,20,23.8
36536,21,24
36536,22,25.4
36536,23,26.8
36536,24,26.6
36536,25,26.4
36536,26,26.2
36536,27,26
36536,28,25.7
36536,29,25.4
36536,30,25.6
36536,31,25.8
36536,32,24.2
36536,33,22.6
36536,34,22.6
36536,35,22.6
36536,36,22.4
36536,37,22.2
36536,38,21.8
36536,39,21.4
36536,40,20.9
36536,41,20.4
36536,42,20
36536,43,19.6
36536,44,18.9
36536,45,18.2
36536,46,18.1
36536,47,18
36536,48,17.8
36537,1,17.6
36537,2,17.4
36537,3,17.2
36537,4,17.15
36537,5,17.1
36537,6,17.1
36537,7,17.1
36537,8,16.85
36537,9,16.6
36537,10,16.5
36537,11,16.4
36537,12,17.45
36537,13,18.5
36537,14,19.65
36537,15,20.8
36537,16,21.9
36537,17,23
36537,18,23.6
36537,19,24.2
36537,20,25.15
36537,21,26.1
36537,22,24.65
36537,23,23.2
36537,24,23.35
36537,25,23.5
36537,26,22.65
36537,27,21.8
36537,28,22.1
36537,29,22.4
36537,30,23.55
36537,31,24.7
36537,32,24.5
36537,33,24.3
36537,34,23.75
36537,35,23.2
36537,36,23
36537,37,22.8
36537,38,22.3
36537,39,21.8
36537,40,21.3
36537,41,20.8
36537,42,20.3
36537,43,19.8
36537,44,19.35
36537,45,18.9
36537,46,18.6
36537,47,18.3
36537,48,18.2
36538,1,18.1
36538,2,17.95
36538,3,17.8
36538,4,17.55
36538,5,17.3
36538,6,17.2
36538,7,17.1
36538,8,17.05
36538,9,17
36538,10,17.2
36538,11,17.4
36538,12,18.45
36538,13,19.5
36538,14,20.5
36538,15,21.5
36538,16,22.35
36538,17,23.2
36538,18,24.4
36538,19,25.6
36538,20,25.3
36538,21,25
36538,22,23.9
36538,23,22.8
36538,24,22.05
36538,25,21.3
36538,26,22.15
36538,27,23
36538,28,23.95
36538,29,24.9
36538,30,24.15
36538,31,23.4
36538,32,23.4
36538,33,23.4
36538,34,22.05
36538,35,20.7
36538,36,20.45
36538,37,20.2
36538,38,20
36538,39,19.8
36538,40,19.4
36538,41,19
36538,42,18.5
36538,43,18
36538,44,18.25
36538,45,18.5
36538,46,18.75
36538,47,19
36538,48,18.95
36539,1,18.9
36539,2,18.5
36539,3,18.1
36539,4,17.85
36539,5,17.6
36539,6,17.95
36539,7,18.3
36539,8,18.35
36539,9,18.4
36539,10,18.45
36539,11,18.5
36539,12,18.95
36539,13,19.4
36539,14,20.2
36539,15,21
36539,16,21.85
36539,17,22.7
36539,18,23.1
36539,19,23.5
36539,20,23.95
36539,21,24.4
36539,22,24.6
36539,23,24.8
36539,24,24.35
36539,25,23.9
36539,26,21.55
36539,27,19.2
36539,28,20.65
36539,29,22.1
36539,30,21.35
36539,31,20.6
36539,32,21.05
36539,33,21.5
36539,34,22.2
36539,35,22.9
36539,36,22.4
36539,37,21.9
36539,38,21.6
36539,39,21.3
36539,40,21.05
36539,41,20.8
36539,42,20.25
36539,43,19.7
36539,44,19.4
36539,45,19.1
36539,46,19.1
36539,47,19.1
36539,48,18.75
36540,1,18.4
36540,2,18.35
36540,3,18.3
36540,4,18.4
36540,5,18.5
36540,6,18.6
36540,7,18.7
36540,8,18.4
36540,9,18.1
36540,10,18.15
36540,11,18.2
36540,12,18.85
36540,13,19.5
36540,14,19.85
36540,15,20.2
36540,16,21.65
36540,17,23.1
36540,18,22.45
36540,19,21.8
36540,20,22.7
36540,21,23.6
36540,22,24
36540,23,24.4
36540,24,25.1
36540,25,25.8
36540,26,25.9
36540,27,26
36540,28,26.55
36540,29,27.1
36540,30,26.75
36540,31,26.4
36540,32,25.7
36540,33,25
36540,34,24.65
36540,35,24.3
36540,36,23.8
36540,37,23.3
36540,38,22.8
36540,39,22.3
36540,40,21.85
36540,41,21.4
36540,42,21.05
36540,43,20.7
36540,44,20.2
36540,45,19.7
36540,46,19.4
36540,47,19.1
36540,48,18.95
36541,1,18.8
36541,2,18.35
36541,3,17.9
36541,4,17.6
36541,5,17.3
36541,6,17.25
36541,7,17.2
36541,8,17.05
36541,9,16.9
36541,10,16.95
36541,11,17
36541,12,17.9
36541,13,18.8
36541,14,20.3
36541,15,21.8
36541,16,22.85
36541,17,23.9
36541,18,24.7
36541,19,25.5
36541,20,25.7
36541,21,25.9
36541,22,26.5
36541,23,27.1
36541,24,27.2
36541,25,27.3
36541,26,27.3
36541,27,27.3
36541,28,27
36541,29,26.7
36541,30,26.15
36541,31,25.6
36541,32,25.45
36541,33,25.3
36541,34,25.2
36541,35,25.1
36541,36,24.5
36541,37,23.9
36541,38,23.15
36541,39,22.4
36541,40,21.75
36541,41,21.1
36541,42,21
36541,43,20.9
36541,44,20.7
36541,45,20.5
36541,46,20.15
36541,47,19.8
36541,48,19.1
36542,1,18.4
36542,2,18.6
36542,3,18.8
36542,4,18.4
36542,5,18
36542,6,18
36542,7,18
36542,8,17.7
36542,9,17.4
36542,10,17.4
36542,11,17.4
36542,12,18.05
36542,13,18.7
36542,14,19.8
36542,15,20.9
36542,16,22.1
36542,17,23.3
36542,18,24
36542,19,24.7
36542,20,26.05
36542,21,27.4
36542,22,27.4
36542,23,27.4
36542,24,28.15
36542,25,28.9
36542,26,29
36542,27,29.1
36542,28,28.95
36542,29,28.8
36542,30,28.05
36542,31,27.3
36542,32,26.5
36542,33,25.7
36542,34,24.9
36542,35,24.1
36542,36,22.4
36542,37,20.7
36542,38,20.3
36542,39,19.9
36542,40,19.95
36542,41,20
36542,42,19.95
36542,43,19.9
36542,44,19.85
36542,45,19.8
36542,46,19.35
36542,47,18.9
36542,48,18.3
36543,1,17.7
36543,2,18.2
36543,3,18.7
36543,4,18.55
36543,5,18.4
36543,6,18.6
36543,7,18.8
36543,8,18.6
36543,9,18.4
36543,10,18.4
36543,11,18.4
36543,12,19.05
36543,13,19.7
36543,14,20.5
36543,15,21.3
36543,16,22.5
36543,17,23.7
36543,18,24.35
36543,19,25
36543,20,25.7
36543,21,26.4
36543,22,26.8
36543,23,27.2
36543,24,27.25
36543,25,27.3
36543,26,27.1
36543,27,26.9
36543,28,27.3
36543,29,27.7
36543,30,27.25
36543,31,26.8
36543,32,26.45
36543,33,26.1
36543,34,25.75
36543,35,25.4
36543,36,25.05
36543,37,24.7
36543,38,24.3
36543,39,23.9
36543,40,23.45
36543,41,23
36543,42,22.8
36543,43,22.6
36543,44,22.4
36543,45,22.2
36543,46,22.15
36543,47,22.1
36543,48,22.25
36544,1,22.4
36544,2,21.9
36544,3,21.4
36544,4,21
36544,5,20.6
36544,6,20.35
36544,7,20.1
36544,8,19.6
36544,9,19.1
36544,10,19.4
36544,11,19.7
36544,12,20.35
36544,13,21
36544,14,21.95
36544,15,22.9
36544,16,23.7
36544,17,24.5
36544,18,25.3
36544,19,26.1
36544,20,26.85
36544,21,27.6
36544,22,28.4
36544,23,29.2
36544,24,29.95
36544,25,30.7
36544,26,31.1
36544,27,31.5
36544,28,32.3
36544,29,33.1
36544,30,32.45
36544,31,31.8
36544,32,31
36544,33,30.2
36544,34,29.5
36544,35,28.8
36544,36,28
36544,37,27.2
36544,38,26.6
36544,39,26
36544,40,25.8
36544,41,25.6
36544,42,25.5
36544,43,25.4
36544,44,25.15
36544,45,24.9
36544,46,24.55
36544,47,24.2
36544,48,24.05
36545,1,23.9
36545,2,23.8
36545,3,23.7
36545,4,23.5
36545,5,23.3
36545,6,22.9
36545,7,22.5
36545,8,22.35
36545,9,22.2
36545,10,22.2
36545,11,22.2
36545,12,23.1
36545,13,24
36545,14,25.65
36545,15,27.3
36545,16,29.25
36545,17,31.2
36545,18,31.65
36545,19,32.1
36545,20,32.8
36545,21,33.5
36545,22,34.35
36545,23,35.2
36545,24,35.9
36545,25,36.6
36545,26,37.45
36545,27,38.3
36545,28,38.35
36545,29,38.4
36545,30,38.55
36545,31,38.7
36545,32,37.55
36545,33,36.4
36545,34,35.15
36545,35,33.9
36545,36,33
36545,37,32.1
36545,38,31.2
36545,39,30.3
36545,40,30.05
36545,41,29.8
36545,42,29.55
36545,43,29.3
36545,44,28.9
36545,45,28.5
36545,46,28.15
36545,47,27.8
36545,48,27.5
36546,1,27.2
36546,2,26.65
36546,3,26.1
36546,4,25.65
36546,5,25.2
36546,6,24.8
36546,7,24.4
36546,8,24.4
36546,9,24.4
36546,10,24.2
36546,11,24
36546,12,25.55
36546,13,27.1
36546,14,29.45
36546,15,31.8
36546,16,32.6
36546,17,33.4
36546,18,33.9
36546,19,34.4
36546,20,35.3
36546,21,36.2
36546,22,36.6
36546,23,37
36546,24,37.45
36546,25,37.9
36546,26,38.4
36546,27,38.9
36546,28,39.3
36546,29,39.7
36546,30,39.8
36546,31,39.9
36546,32,39.85
36546,33,39.8
36546,34,37.95
36546,35,36.1
36546,36,34.3
36546,37,32.5
36546,38,31.5
36546,39,30.5
36546,40,29.75
36546,41,29
36546,42,28.5
36546,43,28
36546,44,27.65
36546,45,27.3
36546,46,27.05
36546,47,26.8
36546,48,26.55
36547,1,26.3
36547,2,26
36547,3,25.7
36547,4,25.4
36547,5,25.1
36547,6,25.15
36547,7,25.2
36547,8,25.1
36547,9,25
36547,10,25
36547,11,25
36547,12,25.35
36547,13,25.7
36547,14,25.9
36547,15,26.1
36547,16,27
36547,17,27.9
36547,18,28.7
36547,19,29.5
36547,20,30.5
36547,21,31.5
36547,22,32.2
36547,23,32.9
36547,24,33.3
36547,25,33.7
36547,26,33.45
36547,27,33.2
36547,28,32.9
36547,29,32.6
36547,30,32.15
36547,31,31.7
36547,32,30.85
36547,33,30
36547,34,29.7
36547,35,29.4
36547,36,28.75
36547,37,28.1
36547,38,27.55
36547,39,27
36547,40,26.85
36547,41,26.7
36547,42,26.35
36547,43,26
36547,44,25.5
36547,45,25
36547,46,24.6
36547,47,24.2
36547,48,24.25
36548,1,24.3
36548,2,23.5
36548,3,22.7
36548,4,22.95
36548,5,23.2
36548,6,22.25
36548,7,21.3
36548,8,21
36548,9,20.7
36548,10,20.9
36548,11,21.1
36548,12,21.95
36548,13,22.8
36548,14,24.1
36548,15,25.4
36548,16,26.2
36548,17,27
36548,18,27.6
36548,19,28.2
36548,20,29.1
36548,21,30
36548,22,30.6
36548,23,31.2
36548,24,32.05
36548,25,32.9
36548,26,33.3
36548,27,33.7
36548,28,32.65
36548,29,31.6
36548,30,30.9
36548,31,30.2
36548,32,29.45
36548,33,28.7
36548,34,28.15
36548,35,27.6
36548,36,26.8
36548,37,26
36548,38,25.5
36548,39,25
36548,40,24.95
36548,41,24.9
36548,42,24.9
36548,43,24.9
36548,44,24.3
36548,45,23.7
36548,46,23.45
36548,47,23.2
36548,48,22.9
36549,1,22.6
36549,2,22.55
36549,3,22.5
36549,4,22.15
36549,5,21.8
36549,6,21.7
36549,7,21.6
36549,8,21.6
36549,9,21.6
36549,10,21.85
36549,11,22.1
36549,12,21.95
36549,13,21.8
36549,14,22.05
36549,15,22.3
36549,16,22.75
36549,17,23.2
36549,18,23.1
36549,19,23
36549,20,23.3
36549,21,23.6
36549,22,23.65
36549,23,23.7
36549,24,23.75
36549,25,23.8
36549,26,23.55
36549,27,23.3
36549,28,23.65
36549,29,24
36549,30,23.6
36549,31,23.2
36549,32,23
36549,33,22.8
36549,34,22.8
36549,35,22.8
36549,36,22.4
36549,37,22
36549,38,21.9
36549,39,21.8
36549,40,21.7
36549,41,21.6
36549,42,21.5
36549,43,21.4
36549,44,21.35
36549,45,21.3
36549,46,21.15
36549,47,21
36549,48,20.9
36550,1,20.8
36550,2,20.15
36550,3,19.5
36550,4,19.2
36550,5,18.9
36550,6,18.5
36550,7,18.1
36550,8,18.25
36550,9,18.4
36550,10,18.15
36550,11,17.9
36550,12,18.3
36550,13,18.7
36550,14,19.8
36550,15,20.9
36550,16,22.05
36550,17,23.2
36550,18,23.55
36550,19,23.9
36550,20,24.5
36550,21,25.1
36550,22,24.7
36550,23,24.3
36550,24,24.95
36550,25,25.6
36550,26,26
36550,27,26.4
36550,28,26.35
36550,29,26.3
36550,30,26.2
36550,31,26.1
36550,32,25.2
36550,33,24.3
36550,34,24.4
36550,35,24.5
36550,36,23.65
36550,37,22.8
36550,38,22.4
36550,39,22
36550,40,21.75
36550,41,21.5
36550,42,21.2
36550,43,20.9
36550,44,20.9
36550,45,20.9
36550,46,20.2
36550,47,19.5
36550,48,19.15
36551,1,18.8
36551,2,18.3
36551,3,17.8
36551,4,17.85
36551,5,17.9
36551,6,17.45
36551,7,17
36551,8,16.8
36551,9,16.6
36551,10,16.6
36551,11,16.6
36551,12,17.25
36551,13,17.9
36551,14,19.2
36551,15,20.5
36551,16,22
36551,17,23.5
36551,18,24.15
36551,19,24.8
36551,20,24.8
36551,21,24.8
36551,22,25.15
36551,23,25.5
36551,24,25.75
36551,25,26
36551,26,26.1
36551,27,26.2
36551,28,26.5
36551,29,26.8
36551,30,26.45
36551,31,26.1
36551,32,26.15
36551,33,26.2
36551,34,25.85
36551,35,25.5
36551,36,24.6
36551,37,23.7
36551,38,23.2
36551,39,22.7
36551,40,22
36551,41,21.3
36551,42,21.15
36551,43,21
36551,44,20.85
36551,45,20.7
36551,46,20.85
36551,47,21
36551,48,20.3
36552,1,19.6
36552,2,19.5
36552,3,19.4
36552,4,19
36552,5,18.6
36552,6,18.25
36552,7,17.9
36552,8,17.65
36552,9,17.4
36552,10,17.45
36552,11,17.5
36552,12,18.45
36552,13,19.4
36552,14,20.55
36552,15,21.7
36552,16,22.9
36552,17,24.1
36552,18,24.85
36552,19,25.6
36552,20,26.3
36552,21,27
36552,22,27.95
36552,23,28.9
36552,24,29.45
36552,25,30
36552,26,30.15
36552,27,30.3
36552,28,29.45
36552,29,28.6
36552,30,28.35
36552,31,28.1
36552,32,27.95
36552,33,27.8
36552,34,27.25
36552,35,26.7
36552,36,26.25
36552,37,25.8
36552,38,25.5
36552,39,25.2
36552,40,25.05
36552,41,24.9
36552,42,24.9
36552,43,24.9
36552,44,24.9
36552,45,24.9
36552,46,24.4
36552,47,23.9
36552,48,23.1
36553,1,22.3
36553,2,22.15
36553,3,22
36553,4,21.7
36553,5,21.4
36553,6,21.4
36553,7,21.4
36553,8,21.25
36553,9,21.1
36553,10,21.15
36553,11,21.2
36553,12,21.2
36553,13,21.2
36553,14,21.2
36553,15,21.2
36553,16,21.35
36553,17,21.5
36553,18,21.25
36553,19,21
36553,20,21.15
36553,21,21.3
36553,22,21.3
36553,23,21.3
36553,24,21.6
36553,25,21.9
36553,26,22.75
36553,27,23.6
36553,28,24.25
36553,29,24.9
36553,30,25.95
36553,31,27
36553,32,26.7
36553,33,26.4
36553,34,25.95
36553,35,25.5
36553,36,24.55
36553,37,23.6
36553,38,23.2
36553,39,22.8
36553,40,22.55
36553,41,22.3
36553,42,22.05
36553,43,21.8
36553,44,21.75
36553,45,21.7
36553,46,21.6
36553,47,21.5
36553,48,21.6
36554,1,21.7
36554,2,21.8
36554,3,21.9
36554,4,21.65
36554,5,21.4
36554,6,21.3
36554,7,21.2
36554,8,20.95
36554,9,20.7
36554,10,20.55
36554,11,20.4
36554,12,21.2
36554,13,22
36554,14,23
36554,15,24
36554,16,24.3
36554,17,24.6
36554,18,25.3
36554,19,26
36554,20,25.2
36554,21,24.4
36554,22,24.25
36554,23,24.1
36554,24,25.35
36554,25,26.6
36554,26,26.8
36554,27,27
36554,28,27.1
36554,29,27.2
36554,30,26.8
36554,31,26.4
36554,32,26.8
36554,33,27.2
36554,34,26.45
36554,35,25.7
36554,36,25.05
36554,37,24.4
36554,38,24.2
36554,39,24
36554,40,23.55
36554,41,23.1
36554,42,23
36554,43,22.9
36554,44,22.7
36554,45,22.5
36554,46,22.3
36554,47,22.1
36554,48,22.15
36555,1,22.2
36555,2,22.15
36555,3,22.1
36555,4,22.15
36555,5,22.2
36555,6,22.15
36555,7,22.1
36555,8,22
36555,9,21.9
36555,10,21.75
36555,11,21.6
36555,12,21.95
36555,13,22.3
36555,14,23.5
36555,15,24.7
36555,16,25.45
36555,17,26.2
36555,18,26.35
36555,19,26.5
36555,20,26.45
36555,21,26.4
36555,22,26.55
36555,23,26.7
36555,24,26.55
36555,25,26.4
36555,26,27.15
36555,27,27.9
36555,28,27.9
36555,29,27.9
36555,30,27.55
36555,31,27.2
36555,32,26.8
36555,33,26.4
36555,34,24.55
36555,35,22.7
36555,36,23.1
36555,37,23.5
36555,38,23.2
36555,39,22.9
36555,40,22.85
36555,41,22.8
36555,42,22.65
36555,43,22.5
36555,44,21.65
36555,45,20.8
36555,46,21
36555,47,21.2
36555,48,21.1
36556,1,21
36556,2,21.05
36556,3,21.1
36556,4,20.85
36556,5,20.6
36556,6,20.5
36556,7,20.4
36556,8,20.3
36556,9,20.2
36556,10,20.25
36556,11,20.3
36556,12,20.4
36556,13,20.5
36556,14,21.05
36556,15,21.6
36556,16,23
36556,17,24.4
36556,18,24.55
36556,19,24.7
36556,20,25.3
36556,21,25.9
36556,22,25.85
36556,23,25.8
36556,24,25.95
36556,25,26.1
36556,26,26.3
36556,27,26.5
36556,28,26.05
36556,29,25.6
36556,30,25.65
36556,31,25.7
36556,32,26.05
36556,33,26.4
36556,34,25.85
36556,35,25.3
36556,36,24.65
36556,37,24
36556,38,23.5
36556,39,23
36556,40,22.6
36556,41,22.2
36556,42,22.05
36556,43,21.9
36556,44,22.1
36556,45,22.3
36556,46,22.3
36556,47,22.3
36556,48,22.25
36557,1,22.2
36557,2,22.2
36557,3,22.2
36557,4,22.15
36557,5,22.1
36557,6,21.8
36557,7,21.5
36557,8,21.25
36557,9,21
36557,10,21
36557,11,21
36557,12,21.3
36557,13,21.6
36557,14,22.7
36557,15,23.8
36557,16,24.55
36557,17,25.3
36557,18,25.65
36557,19,26
36557,20,26.15
36557,21,26.3
36557,22,26.55
36557,23,26.8
36557,24,26.75
36557,25,26.7
36557,26,27.2
36557,27,27.7
36557,28,27.15
36557,29,26.6
36557,30,26.35
36557,31,26.1
36557,32,26.05
36557,33,26
36557,34,25.7
36557,35,25.4
36557,36,24.5
36557,37,23.6
36557,38,23.05
36557,39,22.5
36557,40,22.45
36557,41,22.4
36557,42,22.3
36557,43,22.2
36557,44,22.2
36557,45,22.2
36557,46,22
36557,47,21.8
36557,48,21.8
36558,1,21.8
36558,2,21.5
36558,3,21.2
36558,4,21
36558,5,20.8
36558,6,20.5
36558,7,20.2
36558,8,20.05
36558,9,19.9
36558,10,19.75
36558,11,19.6
36558,12,20.05
36558,13,20.5
36558,14,21.05
36558,15,21.6
36558,16,22.55
36558,17,23.5
36558,18,24.3
36558,19,25.1
36558,20,25.35
36558,21,25.6
36558,22,26.05
36558,23,26.5
36558,24,26.8
36558,25,27.1
36558,26,26.95
36558,27,26.8
36558,28,27
36558,29,27.2
36558,30,26.9
36558,31,26.6
36558,32,25.9
36558,33,25.2
36558,34,25.05
36558,35,24.9
36558,36,24.15
36558,37,23.4
36558,38,22.8
36558,39,22.2
36558,40,21.7
36558,41,21.2
36558,42,20.85
36558,43,20.5
36558,44,20.05
36558,45,19.6
36558,46,19.3
